"cod_coordenacao_regional","coordenacao_regional","cod_escola","escola","tipo_escola","endereco_cep","endereco_uf","endereco_localidade","endereco_regiao_administrativa","endereco_bairro","endereco_logradouro","endereco_complemento"
4,CRE - Ceilândia,841,ESCOLA PARQUE ANISIO TEIXEIRA,pública,"72215200",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNM 19 Conjunto J ,"1"
5,CRE - Gama,470,ESCOLA CLASSE 02 DO GAMA,pública,"72425020",DF,Brasília,Gama                          ,Setor Oeste (Gama),Quadra 2 ,E/Q 02/04 Área Especial
12,CRE - Samambaia,569,ESCOLA CLASSE 325 DE SAMAMBAIA,pública,"72309700",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 325 ,AREA ESPECIAL 01
5,CRE - Gama,476,ESCOLA CLASSE 10 DO GAMA,pública,"72425107",DF,Brasília,Gama                          ,Setor Oeste (Gama),EQ 10/21 ,Área Especial
7,CRE - Guará,605,ESCOLA CLASSE 01 DA VILA ESTRUTURAL,pública,"71300000",DF,Brasília,SCIA                          ,Vila Estrutural (Guará),Vila Estrutural ,A/E VILA ESTRUTURAL
13,CRE - Paranoá,466,CAIC SANTA PAULINA,pública,"71570513",DF,Brasília,Paranoá                       ,Paranoá,Quadra 5 Área Especial s/n ,QD 05 AE S/Nº
7,CRE - Guará,647,Escola Classe 02 da Estrutural,pública,"71255060",DF,Brasília,SCIA                          ,Setor Central (Vila Estrutural - Guará),Área Especial 6 ,CONJ A 
13,CRE - Paranoá,555,ESCOLA CLASSE SUSSUARANA,pública,"71570800",DF,Brasília,Paranoá                       ,Paranoá,Quadra 8 ,DF 270 KM 04 - CHÁCARA SÃO FRANCISCO - NÚCLEO RURAL SUSSUARANA
4,CRE - Ceilândia,797,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ESTRELA DO CERRADO,pública,"72235800",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNP 28 ,Área Especial 
10,CRE - Sobradinho,423,ESCOLA CLASSE LOBEIRAL,pública,"73017017",DF,Brasília,Sobradinho                    ,Sobradinho,Sobradinho I ,DF 326 KM 02 SITIO PATRICIA  LOBEIRAL FERCAL
9,CRE - Planaltina,524,ESCOLA CLASSE 10 DE PLANALTINA,pública,"73340100",DF,Brasília,Planaltina                    ,Jardim Roriz (Planaltina),Quadra 1 ,QD 01 AE
9,CRE - Planaltina,525,ESCOLA CLASSE 11 DE PLANALTINA,pública,"73340500",DF,Brasília,Planaltina                    ,Jardim Roriz (Planaltina),Quadra 5 ,Q 05 AE 01
9,CRE - Planaltina,201,ESCOLA CLASSE 14 DE PLANALTINA,pública,"73355300",DF,Brasília,Planaltina                    ,Setor Residencial Leste (Planaltina),Quadra 13 ,Q 13 Conj A lote 01
5,CRE - Gama,45,CENTRO DE ENSINO FUNDAMENTAL 05 DO GAMA,pública,"72420265",DF,Brasília,Gama                          ,Setor Oeste (Gama),EQ 26/29 ,area especial
6,CRE - Brazlândia,515,CENTRO INTERESCOLAR DE LÍNGUAS DE BRAZLÂNDIA,pública,"72720660",DF,Brasília,Brazlândia                    ,Setor Tradicional (Brazlândia),Área Especial 6 ,a
15,CRE - São Sebastião,573,CAIC UNESCO,pública,"71691047",DF,Brasília,São Sebastião                 ,Centro (São Sebastião),Rua do CAIC ,conj A area especial
12,CRE - Samambaia,783,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ ROSA,pública,"72312206",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 508 Conjunto 6 ,LOTE 01
11,CRE - Taguatinga,108,CENTRO DE ENSINO FUNDAMENTAL 14 DE TAGUATINGA,pública,"72115150",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNB 15 ,Area Especial 02
9,CRE - Planaltina,639,ESCOLA CLASSE 16 DE PLANALTINA,pública,"73380750",DF,Brasília,Planaltina                    ,Setor Residencial Mestre D'Armas (Planaltina),Condomínio Residencial Nova Planaltina ,Res Nova Plan QD 01 Rua A AE Educ
9,CRE - Planaltina,637,ESCOLA CLASSE 01 DO ARAPOANGA,pública,"73370100",DF,Brasília,Planaltina                    ,Arapoanga (Planaltina),Condomínio Arapoanga ,EQ 16 Conj I AE
15,CRE - São Sebastião,580,ESCOLA CLASSE 104 DE SÃO SEBASTIÃO,pública,"71692300",DF,Brasília,São Sebastião                 ,Setor Residencial Oeste (São Sebastião),Quadra 104 ,AREA ESPECIAL 01
4,CRE - Ceilândia,356,ESCOLA CLASSE 22 DE CEILÂNDIA,pública,"72220530",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNN 6/8 ,AE
6,CRE - Brazlândia,513,Centro Educacional 02 de Brazlândia,pública,"72705030",DF,Brasília,Brazlândia                    ,Setor Norte (Brazlândia),Quadra 3 ,ÁREA ESPECIAL
12,CRE - Samambaia,785,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ONÇA PINTADA,pública,"72305704",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 309 Conjunto 4 ,lote 01
7,CRE - Guará,394,Escola Classe 02 do Guará,pública,"71010003",DF,Brasília,Guará                         ,Guará I,QE 2 ,BL A 
6,CRE - Brazlândia,503,Escola Classe 06 DE Brazlandia,pública,"72738000",DF,Brasília,Brazlândia                    ,Vila São José (Brazlândia),Quadra 38 ,ÁREA ESPECIAL 01
6,CRE - Brazlândia,508,Escola Classe Chapadinha,pública,"72710990",DF,Brasília,,,"Chapadinha e Circunvizinhas - Rodovia DF-435 km 6,5",.
16,CRE - Recanto das Emas,589,ESCOLA CLASSE 102 DO RECANTO DAS EMAS,pública,"72600203",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 102 Conjunto 3 ,Conjunto 3A Lt 01
14,CRE - Santa Maria,133,CENTRO DE ENSINO FUNDAMENTAL 201 DE SANTA MARIA,pública,"72501401",DF,Brasília,Santa Maria                   ,Santa Maria,QR 201 Conjunto A ,LOTE 1A
10,CRE - Sobradinho,420,ESCOLA CLASSE CÓRREGO DO ARROZAL,pública,"73007995",DF,Brasília,,,Córrego do Arrozal - Rodovia BR-020 km 13 (entrada após o Bar do Mocotó),BR 020 KM 13/14 S/N
3,CRE - Plano Piloto e Cruzeiro,271,CENTRO DE ENSINO MÉDIO SETOR LESTE,pública,"70200715",DF,Brasília,Brasília                      ,Asa Sul,SGAS 611/612 ,CONJ E S/N
10,CRE - Sobradinho,93,CENTRO DE ENSINO FUNDAMENTAL 05 DE SOBRADINHO,pública,"73005100",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 10 ,RUA 04 AE 04/05.
7,CRE - Guará,402,CENTRO EDUCACIONAL 03 DO GUARÁ,pública,"71050175",DF,Brasília,Guará                         ,Guará II,EQ 17/19 ,area especial
3,CRE - Plano Piloto e Cruzeiro,13,CENTRO DE ENSINO FUNDAMENTAL 104 NORTE,pública,"70733000",DF,Brasília,Brasília                      ,Asa Norte,SQN 104 ,Área Especial
12,CRE - Samambaia,118,Centro Educacional 619 de Samambaia,pública,"72333100",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QR 619 ,SAMAMBAIA DF
9,CRE - Planaltina,517,JARDIM DE INFÂNCIA CASA DA VIVÊNCIA,pública,"73350100",DF,Brasília,Planaltina                    ,Setor Residencial Leste (Planaltina),Quadra 1 ,Avenida NS 01 AE 09
15,CRE - São Sebastião,667,CENTRO DE EDUCAÇÃO INFANTIL 03 DE SÃO SEBASTIÃO,pública,"71692510",DF,Brasília,São Sebastião                 ,Setor Residencial Oeste (São Sebastião),Quadra 202 Conjunto 4 ,LOTE 01
3,CRE - Plano Piloto e Cruzeiro,607,CENTRO DE ENSINO FUNDAMENTAL 07 DE BRASÍLIA,pública,"70790120",DF,Brasília,Brasília                      ,Asa Norte,SGAN 912 ,MOD A/B
3,CRE - Plano Piloto e Cruzeiro,279,CENTRO DE EDUCAÇÃO DE JOVENS E ADULTOS DA ASA SUL - CESAS,pública,"70200620",DF,Brasília,Brasília                      ,Asa Sul,SGAS 602 ,s
3,CRE - Plano Piloto e Cruzeiro,673,CENTRO INTERESCOLAR DE LÍNGUAS 02 DE BRASÍLIA,pública,"70200710",DF,Brasília,Brasília                      ,Asa Sul,SGAS 611 ,a
3,CRE - Plano Piloto e Cruzeiro,260,ESCOLA CLASSE 206 SUL,pública,"70252000",DF,Brasília,Brasília                      ,Asa Sul,SQS 206 ,AE
3,CRE - Plano Piloto e Cruzeiro,214,JARDIM DE INFÂNCIA 21 DE ABRIL,pública,"70390088",DF,Brasília,Brasília                      ,Asa Sul,SEPS 708/908 ,AE
10,CRE - Sobradinho,91,CENTRO DE ENSINO FUNDAMENTAL 03 DE SOBRADINHO,pública,"73025060",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 6 ,AE 2
15,CRE - São Sebastião,596,ESCOLA CLASSE AGUILHADA,pública,"71693994",DF,Brasília,,,Associação dos Produtores Rurais da Colônia Agrícola Aguilhada - Rodovia BR-251 - Km 69,BR 251 KM 35 NUCLEO RURAL AGUILHADA Nº 250
12,CRE - Samambaia,804,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PAINEIRA,pública,"72315200",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QR 517 ,qd 01
12,CRE - Samambaia,584,Centro de Ensino Médio 304 de Samambaia,pública,"72306004",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 304 Conjunto 4 ,LOTE 01
15,CRE - São Sebastião,595,ESCOLA CLASSE AGROVILA SÃO SEBASTIÃO,pública,"71693107",DF,Brasília,São Sebastião                 ,Vila Nova (São Sebastião),Quadra 100 ,QUADRA 100 CONJ Q ÁREA ESPECIAL 01
15,CRE - São Sebastião,612,ESCOLA CLASSE 303 DE SÃO SEBASTIÃO,pública,"71692805",DF,Brasília,São Sebastião                 ,Setor Residencial Oeste (São Sebastião),Quadra 303 Conjunto 1 ,lote 04
13,CRE - Paranoá,606,Centro de Ensino Fundamental 03 do Paranoá,pública,"71572608",DF,Brasília,Paranoá                       ,Paranoá,Quadra 26 Área Especial s/n ,CJ G LT 01
4,CRE - Ceilândia,378,ESCOLA CLASSE DO SETOR P NORTE,pública,"72215000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),Área Especial 1 ,EQNP RUA DA CASCALHEIRA
9,CRE - Planaltina,89,CENTRO DE ENSINO ESPECIAL 01 DE PLANALTINA,pública,"73310100",DF,Brasília,Planaltina                    ,Setor Administrativo (Planaltina),Setor Administrativo ,s
13,CRE - Paranoá,458,ESCOLA CLASSE 01 DO PARANOÁ,pública,"71572608",DF,Brasília,Paranoá                       ,Paranoá,Quadra 26 Área Especial s/n ,QD 26 CJ G AE 01
9,CRE - Planaltina,85,CENTRO DE ENSINO FUNDAMENTAL RIO PRETO,pública,"73390200",DF,Brasília,Planaltina                    ,Planaltina,Núcleo Rural Rio Preto ,DF 320 KM 10 SEDE
9,CRE - Planaltina,81,CENTRO DE ENSINO FUNDAMENTAL ARAPOANGA,pública,"73370100",DF,Brasília,Planaltina                    ,Arapoanga (Planaltina),Condomínio Arapoanga ,Área Central - Rua 08 I
15,CRE - São Sebastião,140,CENTRO DE ENSINO FUNDAMENTAL NOVA BETÂNIA,pública,"71693990",DF,Brasília,,,Nova Betânia - Rodovia BR_251 Km 56,Rodovia BR_ Brasília/ Unai
15,CRE - São Sebastião,619,ESCOLA CLASSE BELA VISTA,pública,"71694102",DF,Brasília,São Sebastião                 ,Bela Vista (São Sebastião),Bela Vista Rua 1 ,nº 221
16,CRE - Recanto das Emas,633,CENTRO DE ENSINO FUNDAMENTAL 113 DO RECANTO DAS EMAS,pública,"72603109",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 113 Conjunto 8-A ,Lt 01 AE ( H 01 )
10,CRE - Sobradinho,648,CENTRO DE EDUCAÇÃO INFANTIL 04 DE SOBRADINHO,pública,"73025040",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 4 ,AE 04
11,CRE - Taguatinga,289,CENTRO DE EDUCAÇÃO INFANTIL 01 DE TAGUATINGA,pública,"72025140",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSE 14 ,Área especial Vila Dimas
3,CRE - Plano Piloto e Cruzeiro,254,ESCOLA CLASSE 708 NORTE,pública,"70740730",DF,Brasília,Brasília                      ,Asa Norte,SHCGN 707 ,SHCGN 707/708 AE
7,CRE - Guará,392,JARDIM DE INFÂNCIA LÚCIO COSTA,pública,"71100017",DF,Brasília,Guará                         ,Quadras Econômicas Lúcio Costa (Guará),EPTG QE 1 Bloco B-2 ,QELC 01
3,CRE - Plano Piloto e Cruzeiro,5,CENTRO DE ENSINO FUNDAMENTAL 01 DO PLANALTO,pública,"70804260",DF,Brasília,Brasília                      ,Vila Planalto,Área da Fazendinha (Acamp Pacheco Fernandes),AE S/N
7,CRE - Guará,63,CEF 11 DO GUARÁ,pública,"73100300",DF,Brasília,Sobradinho                    ,Núcleo Rural Lago Oeste (Sobradinho),Rua 10 ,
9,CRE - Planaltina,666,Escola Classe 15 de Planaltina,pública,"73380150",DF,Brasília,Planaltina                    ,Setor Residencial Mestre D'Armas (Planaltina),Rodovia DF-128 ,Via de Ligação BR 020 DF126 CdNova Pla  
3,CRE - Plano Piloto e Cruzeiro,278,CENTRO EDUCACIONAL DO LAGO NORTE,pública,"71503502",DF,Brasília,Lago Norte                    ,Setor de Habitações Individuais Norte,CA 2 (Centro de Atividades),LOTE 24
9,CRE - Planaltina,86,CENTRO DE ENSINO FUNDAMENTAL SÃO JOSÉ,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,DF-250 S/N
10,CRE - Sobradinho,187,ESCOLA CLASSE BOA VISTA,pública,"73151010",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),Rodovia DF-205 ,OESTE KM 6
16,CRE - Recanto das Emas,645,CENTRO DE EDUCAÇÃO INFANTIL 310 DO RECANTO DAS EMAS,pública,"72622309",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 310 Conjunto 7-A ,Lote 1
10,CRE - Sobradinho,774,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA FLOR DE LIS,pública,"73062100",DF,Brasília,Sobradinho II                 ,Setor Oeste (Sobradinho II),AR 10 ,CONJUNTO 06 LOTE 01
4,CRE - Ceilândia,644,CENTRO DE ENSINO FUNDAMENTAL 27 DE CEILÂNDIA,pública,"72275126",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNR 1 Área Especial 3 ,ÁREA ESPECIAL
16,CRE - Recanto das Emas,593,CENTRO DE ENSINO MÉDIO 111 DO RECANTO DAS EMAS,pública,"72602314",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 111 Área Especial 1 ,Lote 01
5,CRE - Gama,468,Centro de Educação Infantil 01 do Gama,pública,"72410520",DF,Brasília,Gama                          ,Setor Sul (Gama),Quadra 9 Área Especial CEI 01 ,SETOR SUL GAMA
3,CRE - Plano Piloto e Cruzeiro,246,ESCOLA CLASSE 302 NORTE,pública,"70723000",DF,Brasília,Brasília                      ,Asa Norte,SQN 302 ,AE
15,CRE - São Sebastião,212,CENTRO DE ENSINO FUNDAMENTAL JATAÍ,pública,"71617990",DF,Brasília,,,Barreiro - Rodovia DF- 140 km 11,RODOVIA DIOGO MACHADO
16,CRE - Recanto das Emas,656,ESCOLA CLASSE VILA BURITIS,pública,"72669329",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Condomínio Residencial Buritis Área Especial 2 ,Área Especial 2
7,CRE - Guará,675,CENTRO DE EDUCAÇÃO INFANTIL 01 DA ESTRUTURAL,pública,"71258230",DF,Brasília,SCIA                          ,Setor Norte (Vila Estrutural - Guará),Quadra 3 Área Especial 1 ,AREA ESPECIAL
8,CRE - Núcleo Bandeirante,448,Escola Classe 04 do Núcleo Bandeirante,pública,"71715058",DF,Brasília,Núcleo Bandeirante            ,Núcleo Bandeirante,Segunda Avenida Entre Bloco 440/540 ,.
5,CRE - Gama,668,CENTRO INTERESCOLAR DE LÍNGUAS DO GAMA,pública,"72405060",DF,Brasília,Gama                          ,Setor Central (Gama),Quadra 6 ,a
7,CRE - Guará,669,CENTRO INTERESCOLAR DE LÍNGUAS DO GUARÁ,pública,"71020007",DF,Brasília,Guará                         ,Guará I,QE 7 ,A/E Q
9,CRE - Planaltina,80,CENTRO EDUCACIONAL CONDOMÍNIO ESTÂNCIA III,pública,"73380300",DF,Brasília,Planaltina                    ,Setor Residencial Mestre D'Armas (Planaltina),Condomínio Estância Mestre D'Armas III ,Módulo 01 Rua 01 Cond A16 Estancia III
9,CRE - Planaltina,526,ESCOLA CLASSE ALTA - MIR,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,"DF-128 - KM-8,5 - BICA DO DER"
9,CRE - Planaltina,547,ESCOLA CLASSE PALMEIRAS,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,BR-020 - DF-205 - KM 15
9,CRE - Planaltina,549,ESCOLA CLASSE PEDRA FUNDAMENTAL,pública,"73377010",DF,Brasília,Planaltina                    ,Planaltina,"Rodovia DF-230 - até km 0,010",BR 020 - DF 230 - CH 15 - LARGA DA PEDRA
9,CRE - Planaltina,551,ESCOLA CLASSE REINO DAS FLORES,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,CH SINHA CRISTINA - FAZ MESTRE D ARMAS
9,CRE - Planaltina,613,ESCOLA CLASSE VALE VERDE,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,"QUINTAS DO VALE VERDE - KM 6,5 - CH 133"
9,CRE - Planaltina,202,ESCOLA CLASSE ESTÂNCIA DE PLANALTINA,pública,"73380050",DF,Brasília,Planaltina                    ,Setor Residencial Mestre D'Armas (Planaltina),Condomínio Estância Planaltina ,Estância Planaltina Lotes 64 a 67 e 75
9,CRE - Planaltina,553,ESCOLA CLASSE SANTOS DUMONT,pública,"73365429",DF,Brasília,Planaltina                    ,Planaltina,Rodovia DF-130 ,DF-130 - KM-28
10,CRE - Sobradinho,674,CENTRO INTERESCOLAR DE LÍNGUAS DE SOBRADINHO,pública,"73040110",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 11 ,a
10,CRE - Sobradinho,649,ESCOLA CLASSE 16 DE SOBRADINHO,pública,"73270010",DF,Brasília,Sobradinho                    ,Nova Colina (Sobradinho),"Rodovia BR-020 - do km 11,001 ao km 12,000 - lado direito",COND. NOVO SETOR DE MANSÕES NOVA COLINA
12,CRE - Samambaia,805,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ANDORINHA,pública,"72339135",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 827 ,conj 1
5,CRE - Gama,623,Centro de Ensino Médio Integrado à Educação Profissional do Gama - CEMI,pública,"72425125",DF,Brasília,Gama                          ,Setor Oeste (Gama),EQ 12/16 ,a
6,CRE - Brazlândia,21,Centro Educacional Irmã Maria Regina Velanes Regis,pública,"72770100",DF,Brasília,Brazlândia                    ,Brazlândia,Rodovia DF-001 ,EPTC 430 RODEADOR 
14,CRE - Santa Maria,845,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ARARAÚNA,pública,"72542507",DF,Brasília,Santa Maria                   ,Santa Maria,QR 312 Conjunto G ,asasdsf
16,CRE - Recanto das Emas,761,FENAÇÕES INTEGRAÇÃO SOCIAL - RECANTO FELIZ,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,"2"
11,CRE - Taguatinga,306,CENTRO DE EDUCAÇÃO INFANTIL 02 DE TAGUATINGA,pública,"72120590",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QND 59 ,Área especial 37
12,CRE - Samambaia,124,CENTRO DE ENSINO ESPECIAL 01 DE SAMAMBAIA,pública,"72341010",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),EQ 201/401 ,lkllklk
8,CRE - Núcleo Bandeirante,449,Escola Classe 05 do Núcleo Bandeirante,pública,"71715062",DF,Brasília,Núcleo Bandeirante            ,Núcleo Bandeirante,Segunda Avenida Entre Bloco 1400/1500 ,.
3,CRE - Plano Piloto e Cruzeiro,258,ESCOLA CLASSE 114 SUL,pública,"70377000",DF,Brasília,Brasília                      ,Asa Sul,SQS 114 ,AE
13,CRE - Paranoá,653,ESCOLA CLASSE 02 DO ITAPOÃ,pública,"71593631",DF,Brasília,Itapoã                        ,Del Lago II (Itapoã),Quadra 378 Conjunto L ,AE 03
8,CRE - Núcleo Bandeirante,190,Escola Classe 01 da Candangolândia,pública,"71725510",DF,Brasília,Candangolândia                ,Candangolândia,EQR 5/7 ,.
11,CRE - Taguatinga,168,ESCOLA CLASSE 46 DE TAGUATINGA,pública,"72152505",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNL 21/23 Área Especial s/n ,area especial 01
4,CRE - Ceilândia,353,Escola Classe 19 de Ceilândia,pública,"72215550",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNM 7/9 ,AE
4,CRE - Ceilândia,796,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ BRANCO,pública,"72225130",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNN 13 ,Área Especial 
3,CRE - Plano Piloto e Cruzeiro,231,ESCOLA CLASSE 01 SHI - SUL,pública,"71600500",DF,Brasília,Lago Sul                      ,Setor de Habitações Individuais Sul,SHIS QI 5 ,AE
15,CRE - São Sebastião,665,ESCOLA CLASSE DOM BOSCO,pública,"71691047",DF,Brasília,São Sebastião                 ,Centro (São Sebastião),Rua do CAIC ,AV. COMERCIAL QD 05 AREA ESPECIAL
7,CRE - Guará,64,CENTRO DE ENSINO FUNDAMENTAL 02 DO GUARÁ,pública,"71020007",DF,Brasília,Guará                         ,Guará I,QE 7 ,Área Especial
7,CRE - Guará,807,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA LOBO - GUARÁ,pública,"71100000",DF,Brasília,Guará                         ,Quadras Econômicas Lúcio Costa (Guará),EPTG QE 1 ,conjunto 01
8,CRE - Núcleo Bandeirante,443,Escola Classe 02 da Candangolândia,pública,"71725250",DF,Brasília,Candangolândia                ,Candangolândia,EQR 2/4 ,EQR2/3
16,CRE - Recanto das Emas,622,ESCOLA CLASSE 803 DO RECANTO DAS EMAS,pública,"72650400",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 803 ,LT 01 - AE
9,CRE - Planaltina,528,ESCOLA CLASSE BARRA ALTA,pública,"73390100",DF,Brasília,Planaltina                    ,Planaltina,Núcleo Rural Tabatinga ,DF 260 CH 210
6,CRE - Brazlândia,18,Centro de Ensino Fundamental 02 de Brazlândia,pública,"72710120",DF,Brasília,Brazlândia                    ,Setor Norte (Brazlândia),Quadra 12 ,especial 05 
9,CRE - Planaltina,539,ESCOLA CLASSE ETA 44,pública,"73380990",DF,Brasília,,,Núcleo Rural Sarandy - Rodovia BR-020 km 18 Entrada da Embrapa CPAC Planaltina,BR 020 KM 18 EMBRAPA
9,CRE - Planaltina,557,ESCOLA CLASSE VALE DO SOL,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,COND VALE DO SOL - AE - LTS 01 A 06
4,CRE - Ceilândia,341,ESCOLA CLASSE 01 DE CEILÂNDIA,pública,"72215590",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNM 23/25 ,AE
4,CRE - Ceilândia,346,ESCOLA CLASSE 11 DE CEILÂNDIA,pública,"72210530",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNM 6/8 ,AE
4,CRE - Ceilândia,180,ESCOLA CLASSE 43 DE CEILÂNDIA,pública,"72231540",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 14/18 ,Área ESpecial
9,CRE - Planaltina,546,ESCOLA CLASSE NÚCLEO RURAL CÓRREGO DO ATOLEIRO,pública,"73377003",DF,Brasília,Planaltina                    ,Planaltina,DF-345 ,DF-345 - KM 18 Núcleo Rural Córrego do Atoleiro
14,CRE - Santa Maria,664,ESCOLA CLASSE 01 DO PORTO RICO,pública,"72504003",DF,Brasília,Santa Maria                   ,Santa Maria,Condomínio Porto Rico ,lote 01
10,CRE - Sobradinho,97,CENTRO DE ENSINO FUNDAMENTAL QUEIMA LENÇOL,pública,"73062301",DF,Brasília,Sobradinho II                 ,Setor Oeste (Sobradinho II),AR 13 Conjunto 1 ,AE 03
6,CRE - Brazlândia,715,Congregação das Irmãs Oblatas do Menino Jesus,privada,"72705620",DF,Brasília,Brazlândia                    ,Setor Norte (Brazlândia),Área Especial 2 ,QUADRA 10
3,CRE - Plano Piloto e Cruzeiro,283,Escola Normal de Brasília                                   ,pública,,,,,,,
13,CRE - Paranoá,463,ESCOLA CLASSE ALTO INTERLAGOS,pública,"71617991",DF,Brasília,,,Altiplano Leste - Rodovia DF- 463,CHACARA INTERLAGOS 10 - A
8,CRE - Núcleo Bandeirante,778,"6 - Luiz Hermani_Lar das Crianças Luiz Hermani",privada,"71825400",DF,Brasília,Riacho Fundo I                ,Riacho Fundo I,QS 14 ,LOTE F
12,CRE - Samambaia,604,ESCOLA CLASSE 604 DE SAMAMBAIA,pública,"72322626",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 604 Área Especial 1 ,SAMAMBAIA
10,CRE - Sobradinho,406,CENTRO DE EDUCAÇÃO INFANTIL 02 DE SOBRADINHO,pública,"73030030",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 3 ,AE S/N
9,CRE - Planaltina,200,ESCOLA CLASSE 13 DE PLANALTINA,pública,"73340700",DF,Brasília,Planaltina                    ,Jardim Roriz (Planaltina),Quadra 7 ,AE 01
11,CRE - Taguatinga,627,Centro de Educação Profissional Escola Técnica de Brasília - CEP-ETB,pública,"72150000",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNL AE ,QWQSSV
10,CRE - Sobradinho,412,ESCOLA CLASSE 12 DE SOBRADINHO,pública,"73020112",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 1 Conjunto B-1 ,SETOR INDUSTRIAL
3,CRE - Plano Piloto e Cruzeiro,672,CENTRO INTERESCOLAR DE LÍNGUAS 01 DE BRASÍLIA,pública,"70390075",DF,Brasília,Brasília                      ,Asa Sul,SGAS 907/908 ,a
3,CRE - Plano Piloto e Cruzeiro,600,PROEM - ESCOLA DO PARQUE DA CIDADE,pública,"70390090",DF,Brasília,Brasília                      ,Asa Sul,SGAS 909 ,CONJ A FUNDOS
9,CRE - Planaltina,624,CEP- ESCOLA TECNICA DE SAÚDE DE PLANALTINA -ETSP,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,a
4,CRE - Ceilândia,195,Centro Educacional Incra 09,pública,"72701991",DF,Brasília,,,"INCRA 09 (Alexandre Gusmão) - Rodovia BR-070, km 17 - Salão Comunitário (St de Chácaras A.Gusmão)",NRA GUSMÃO BR- 070 KM 16 GL.3
6,CRE - Brazlândia,710,Centro de Educação Infantil 02 de Brazlândia,pública,"72745000",DF,Brasília,Brazlândia                    ,Vila São José (Brazlândia),Quadra 45 ,Area Especial nº 02 vila são José
3,CRE - Plano Piloto e Cruzeiro,266,ESCOLA CLASSE 316 SUL,pública,"70387000",DF,Brasília,Brasília                      ,Asa Sul,SQS 316 ,AE
